"Registration Authority Code","Country","Country Code","Jurisdiction (country or region)","International name of Register","Local name of Register","International name of organisation responsible for the Register","Local name of organisation responsible for the Register","Website","Comments"
"RA000258","Germany","DE","Hagen","Commercial Register","Handelsregister","Local Court Hagen","Amtsgericht Hagen","www.handelsregister.de",""
"RA000259","Germany","DE","Hamburg","Commercial Register","Handelsregister","Local Court Hamburg","Amtsgericht Hamburg","www.handelsregister.de",""
"RA000738","Germany","DE","Hamburg","Foundations Directory","Stiftungsdatenbank","Hamburg Service Portal","Hamburg Serviceportal","https://gateway.hamburg.de/hamburggateway/fvp/fv/Justiz/Stiftungsdatenbank/?sid=55","To be used for foundations in Hamburg"
"RA000260","Germany","DE","Hamm","Commercial Register","Handelsregister","Local Court Hamm","Amtsgericht Hamm","www.handelsregister.de",""
"RA000261","Germany","DE","Hanau","Commercial Register","Handelsregister","Local Court Hanau","Amtsgericht Hanau","www.handelsregister.de",""
"RA000262","Germany","DE","Hannover","Commercial Register","Handelsregister","Local Court Hannover","Amtsgericht Hannover","www.handelsregister.de",""
"RA000263","Germany","DE","Heilbad Heiligenstadt","Commercial Register","Handelsregister","Local Court Heilbad Heiligenstadt","Amtsgericht Heilbad Heiligenstadt","www.handelsregister.de",""
"RA000722","Germany","DE","Hesse","Foundations Directory","Stiftungsverzeichnis","Hessian Ministry of the Interior and Sports","Hessisches Ministerium des Innern und für Sport","https://service.hessen.de/html/Einsicht-in-das-Stiftungsverzeichnis-9109.htm","To be used for foundations in Hesse"
"RA000266","Germany","DE","Hildburghausen","Commercial Register","Handelsregister","Local Court Hildburghausen","Amtsgericht Hildburghausen","www.handelsregister.de",""
"RA000267","Germany","DE","Hildesheim","Commercial Register","Handelsregister","Local Court Hildesheim","Amtsgericht Hildesheim","www.handelsregister.de",""
"RA000268","Germany","DE","Hof","Commercial Register","Handelsregister","Local Court Hof","Amtsgericht Hof","www.handelsregister.de",""
"RA000269","Germany","DE","Homburg","Commercial Register","Handelsregister","Local Court Homburg","Amtsgericht Homburg","www.handelsregister.de",""
"RA000271","Germany","DE","Ingolstadt","Commercial Register","Handelsregister","Local Court Ingolstadt","Amtsgericht Ingolstadt","www.handelsregister.de",""
"RA000272","Germany","DE","Iserlohn","Commercial Register","Handelsregister","Local Court Iserlohn","Amtsgericht Iserlohn","www.handelsregister.de",""
"RA000273","Germany","DE","Jena","Commercial Register","Handelsregister","Local Court Jena","Amtsgericht Jena","www.handelsregister.de",""
"RA000280","Germany","DE","Köln","Commercial Register","Handelsregister","Local Court Köln","Amtsgericht Köln","www.handelsregister.de",""
"RA000281","Germany","DE","Königstein im Taunus","Commercial Register","Handelsregister","Local Court Königstein im Taunus","Amtsgericht Königstein im Taunus","www.handelsregister.de",""
"RA000274","Germany","DE","Kaiserslautern","Commercial Register","Handelsregister","Local Court Kaiserslautern","Amtsgericht Kaiserslautern","www.handelsregister.de",""
"RA000769","Germany","DE","Karlsruhe","Foundations Directory","Stiftungsverzeichnis","Administrative Region Karlsruhe","Regierungspräsidium Karlsruhe","http://www.rp.landbw.de/stvz/apex/f?p=110:1::NO:::P1_RP:KAR","to be used for foundations in that region"
"RA000275","Germany","DE","Kassel","Commercial Register","Handelsregister","Local Court Kassel","Amtsgericht Kassel","www.handelsregister.de",""
"RA000276","Germany","DE","Kempten","Commercial Register","Handelsregister","Local Court Kempten","Amtsgericht Kempten","www.handelsregister.de",""
"RA000277","Germany","DE","Kiel","Commercial Register","Handelsregister","Local Court Kiel","Amtsgericht Kiel","www.handelsregister.de",""
"RA000278","Germany","DE","Kleve","Commercial Register","Handelsregister","Local Court Kleve","Amtsgericht Kleve","www.handelsregister.de",""
"RA000279","Germany","DE","Koblenz","Commercial Register","Handelsregister","Local Court Koblenz","Amtsgericht Koblenz","www.handelsregister.de",""
"RA000282","Germany","DE","Korbach","Commercial Register","Handelsregister","Local Court Korbach","Amtsgericht Korbach","www.handelsregister.de",""
"RA000283","Germany","DE","Krefeld","Commercial Register","Handelsregister","Local Court Krefeld","Amtsgericht Krefeld","www.handelsregister.de",""
"RA000290","Germany","DE","Lübeck","Commercial Register","Handelsregister","Local Court Lübeck","Amtsgericht Lübeck","www.handelsregister.de",""
"RA000293","Germany","DE","Lüneburg","Commercial Register","Handelsregister","Local Court Lüneburg","Amtsgericht Lüneburg","www.handelsregister.de",""
"RA000774","Germany","DE","Lüneburg","Foundations Directory","Stiftungsverzeichnis","Regional Development Office Lüneburg","Amt für regionale Landesentwicklung Lüneburg","https://www.arl-lg.niedersachsen.de/startseite/unsere_themen_neu/beratung_und_genehmigung_von_stiftungen/im-dialog-mit-den-stiftungen-125375.html","to be used for foundations in that region"
"RA000284","Germany","DE","Landau in der Pfalz","Commercial Register","Handelsregister","Local Court Landau in der Pfalz","Amtsgericht Landau in der Pfalz","www.handelsregister.de",""
"RA000285","Germany","DE","Landshut","Commercial Register","Handelsregister","Local Court Landshut","Amtsgericht Landshut","www.handelsregister.de",""
"RA000286","Germany","DE","Lebach","Commercial Register","Handelsregister","Local Court Lebach","Amtsgericht Lebach","www.handelsregister.de",""
"RA000773","Germany","DE","Leine Weser","Foundations Directory","Stiftungsverzeichnis","Regional Development Office Leine Weser","Amt für regionale Landesentwicklung Leine Weser","https://www.arl-lw.niedersachsen.de/stiftungen","to be used for foundations in that region"
"RA000287","Germany","DE","Leipzig","Commercial Register","Handelsregister","Local Court Leipzig","Amtsgericht Leipzig","www.handelsregister.de",""
"RA000288","Germany","DE","Lemgo","Commercial Register","Handelsregister","Local Court Lemgo","Amtsgericht Lemgo","www.handelsregister.de",""
"RA000289","Germany","DE","Limburg a. d. Lahn","Commercial Register","Handelsregister","Local Court Limburg a. d. Lahn","Amtsgericht Limburg a. d. Lahn","www.handelsregister.de",""
"RA000291","Germany","DE","Ludwigshafen am Rhein","Commercial Register","Handelsregister","Local Court Ludwigshafen am Rhein","Amtsgericht Ludwigshafen am Rhein","www.handelsregister.de",""
"RA000301","Germany","DE","Mönchengladbach","Commercial Register","Handelsregister","Local Court Mönchengladbach","Amtsgericht Mönchengladbach","www.handelsregister.de",""
"RA000303","Germany","DE","Mühlhausen","Commercial Register","Handelsregister","Local Court Mühlhausen","Amtsgericht Mühlhausen","www.handelsregister.de",""
"RA000304","Germany","DE","München","Commercial Register","Handelsregister","Local Court München","Amtsgericht München","www.handelsregister.de",""
"RA000305","Germany","DE","Münster","Commercial Register","Handelsregister","Local Court Münster","Amtsgericht Münster","www.handelsregister.de",""
"RA000295","Germany","DE","Mainz","Commercial Register","Handelsregister","Local Court Mainz","Amtsgericht Mainz","www.handelsregister.de",""
"RA000296","Germany","DE","Mannheim","Commercial Register","Handelsregister","Local Court Mannheim","Amtsgericht Mannheim","www.handelsregister.de",""
"RA000297","Germany","DE","Marburg","Commercial Register","Handelsregister","Local Court Marburg","Amtsgericht Marburg","www.handelsregister.de",""
"RA000743","Germany","DE","Mecklenburg-Western Pomerania","Foundations Directory","Stiftungsverzeichnis","Ministry of Justice","Justizministerium Mecklenburg-Vorpommern","http://www-neu.mvnet.de/cgi-bin/im_stiftung/stiftung_anzeigen.pl","To be used for foundations in Mecklenburg-Western Pomerania"
"RA000298","Germany","DE","Meiningen","Commercial Register","Handelsregister","Local Court Meiningen","Amtsgericht Meiningen","www.handelsregister.de",""
"RA000299","Germany","DE","Memmingen","Commercial Register","Handelsregister","Local Court Memmingen","Amtsgericht Memmingen","www.handelsregister.de",""
"RA000300","Germany","DE","Merzig","Commercial Register","Handelsregister","Local Court Merzig","Amtsgericht Merzig","www.handelsregister.de",""
"RA000302","Germany","DE","Montabaur","Commercial Register","Handelsregister","Local Court Montabaur","Amtsgericht Montabaur","www.handelsregister.de",""
"RA000311","Germany","DE","Nürnberg","Commercial Register","Handelsregister","Local Court Nürnberg","Amtsgericht Nürnberg","www.handelsregister.de",""
"RA000306","Germany","DE","Neubrandenburg","Commercial Register","Handelsregister","Local Court Neubrandenburg","Amtsgericht Neubrandenburg","www.handelsregister.de",""
"RA000307","Germany","DE","Neunkirchen","Commercial Register","Handelsregister","Local Court Neunkirchen","Amtsgericht Neunkirchen","www.handelsregister.de",""
"RA000308","Germany","DE","Neuruppin","Commercial Register","Handelsregister","Local Court Neuruppin","Amtsgericht Neuruppin","www.handelsregister.de",""
"RA000309","Germany","DE","Neuss","Commercial Register","Handelsregister","Local Court Neuss","Amtsgericht Neuss","www.handelsregister.de",""
"RA000310","Germany","DE","Nordhausen","Commercial Register","Handelsregister","Local Court Nordhausen","Amtsgericht Nordhausen","www.handelsregister.de",""
"RA000711","Germany","DE","North Rhine-Westphalia","Foundations Directory","Stiftungsverzeichnis","Ministry of the Interior of North Rhine-Westphalia","Ministerium des Innern des Landes Nordrhein-Westfalen","https://www.im.nrw/stiftungsverzeichnis/stiftungen-suchen","To be used for foundations in North Rhine-Westphalia"
"RA000313","Germany","DE","Offenbach am Main","Commercial Register","Handelsregister","Local Court Offenbach am Main","Amtsgericht Offenbach am Main","www.handelsregister.de",""
"RA000314","Germany","DE","Oldenburg","Commercial Register","Handelsregister","Local Court Oldenburg","Amtsgericht Oldenburg","www.handelsregister.de",""
"RA000315","Germany","DE","Osnabrück","Commercial Register","Handelsregister","Local Court Osnabrück","Amtsgericht Osnabrück","www.handelsregister.de",""
"RA000316","Germany","DE","Ottweiler","Commercial Register","Handelsregister","Local Court Ottweiler","Amtsgericht Ottweiler","www.handelsregister.de",""
"RA000321","Germany","DE","Pößneck","Commercial Register","Handelsregister","Local Court Pößneck","Amtsgericht Pößneck","www.handelsregister.de",""
"RA000317","Germany","DE","Paderborn","Commercial Register","Handelsregister","Local Court Paderborn","Amtsgericht Paderborn","www.handelsregister.de",""
"RA000319","Germany","DE","Passau","Commercial Register","Handelsregister","Local Court Passau","Amtsgericht Passau","www.handelsregister.de",""
"RA000320","Germany","DE","Pinneberg","Commercial Register","Handelsregister","Local Court Pinneberg","Amtsgericht Pinneberg","www.handelsregister.de",""
"RA000322","Germany","DE","Potsdam","Commercial Register","Handelsregister","Local Court Potsdam","Amtsgericht Potsdam","www.handelsregister.de",""
"RA000324","Germany","DE","Recklinghausen","Commercial Register","Handelsregister","Local Court Recklinghausen","Amtsgericht Recklinghausen","www.handelsregister.de",""
"RA000325","Germany","DE","Regensburg","Commercial Register","Handelsregister","Local Court Regensburg","Amtsgericht Regensburg","www.handelsregister.de",""
"RA000737","Germany","DE","Rhineland-Palatinate","Foundations Directory","Stiftungsverzeichnis","Supervision and Services Directorate of Rhineland-Palatinate","Aufsichts- und Dienstleistungsdirektion Rheinland-Pfalz","http://addinter.service24.rlp.de/cgi-bin-inter/stiftung1.mbr/start","To be used for foundations in Rhineland-Palatinate"
"RA000328","Germany","DE","Rostock","Commercial Register","Handelsregister","Local Court Rostock","Amtsgericht Rostock","www.handelsregister.de",""
"RA000329","Germany","DE","Rudolstadt","Commercial Register","Handelsregister","Local Court Rudolstadt","Amtsgericht Rudolstadt","www.handelsregister.de",""
"RA000342","Germany","DE","Sömmerda","Commercial Register","Handelsregister","Local Court Sömmerda","Amtsgericht Sömmerda","www.handelsregister.de",""
"RA000331","Germany","DE","Saarbrücken","Commercial Register","Handelsregister","Local Court Saarbrücken","Amtsgericht Saarbrücken","www.handelsregister.de",""
"RA000741","Germany","DE","Saarland","Foundations Directory","Stiftungsverzeichnis","Ministry for Internal Affairs, Construction and Sport","Ministerium für Inneres, Bauen und Sport","https://www.saarland.de/4402.htm","To be used for foundations in Saarland"
"RA000332","Germany","DE","Saarlouis","Commercial Register","Handelsregister","Local Court Saarlouis","Amtsgericht Saarlouis","www.handelsregister.de",""
"RA000333","Germany","DE","Sankt Ingbert","Commercial Register","Handelsregister","Local Court Sankt Ingbert","Amtsgericht Sankt Ingbert","www.handelsregister.de",""
"RA000334","Germany","DE","Sankt Wendel","Commercial Register","Handelsregister","Local Court Sankt Wendel","Amtsgericht Sankt Wendel","www.handelsregister.de",""
